CustomerID,Gender,Region,Age,PurchaseAmount,PurchaseQuantity,ProductCategory
CUST10517,Female,South,46.0,144.42,2.0,Clothing
CUST10518,nan,North,41.0,68.18,2.0,Clothing
CUST10519,Male,East,28.0,172.69,,Home
CUST10520,Female,East,20.0,209.13,2.0,Home
CUST10521,Male,South,34.0,56.94,1.0,Groceries
CUST10522,nan,North,31.0,219.97,2.0,Home
CUST10523,Female,East,36.0,208.8,2.0,Home
CUST10524,Female,North,31.0,6.16,1.0,Groceries
CUST10525,Male,North,15.0,,2.0,Clothing
CUST10526,Male,North,31.0,100.41,4.0,Clothing
CUST10527,Male,South,32.0,168.06,2.0,Home
CUST10528,Male,North,41.0,52.96,2.0,Groceries
CUST10529,Female,East,28.0,112.69,4.0,Clothing
CUST10530,Female,North,52.0,149.03,2.0,Sports
CUST10531,nan,East,16.0,303.71,,Electronics
CUST10532,nan,North,48.0,264.33,3.0,Electronics
CUST10533,Female,East,33.0,265.44,2.0,Electronics
CUST10534,Female,East,44.0,185.3,3.0,Home
CUST10535,Female,North,36.0,331.13,6.0,Electronics
CUST10536,Female,North,46.0,278.14,3.0,Electronics
CUST10537,Male,East,31.0,162.45,2.0,Sports
CUST10538,Male,West,24.0,89.22,5.0,Clothing
CUST10539,Male,South,49.0,142.28,,Sports
CUST10540,Female,West,34.0,181.66,3.0,Home
CUST10541,Female,West,37.0,273.4,0.0,Electronics
CUST10542,Male,North,,,3.0,Clothing
CUST10543,Female,South,25.0,324.6,1.0,Electronics
CUST10544,Female,West,41.0,278.61,0.0,Electronics
CUST10545,Male,North,29.0,216.56,3.0,Home
CUST10546,Male,West,34.0,285.69,2.0,Electronics
CUST10547,Female,West,36.0,41.81,,Groceries
CUST10548,Female,North,20.0,,2.0,Clothing
CUST10549,Female,North,27.0,54.41,2.0,Clothing
CUST10550,Female,North,49.0,52.12,2.0,Groceries
CUST10551,Female,South,,166.76,1.0,Home
CUST10552,Female,West,34.0,294.58,2.0,Electronics
CUST10553,Female,North,37.0,324.76,3.0,Electronics
CUST10554,Female,East,32.0,75.34,2.0,Clothing
CUST10555,Male,West,49.0,169.68,4.0,Home
CUST10556,Male,East,33.0,191.51,0.0,Home
CUST10557,Male,South,37.0,213.13,3.0,Home
CUST10558,Female,North,46.0,303.08,2.0,Electronics
CUST10559,Female,East,27.0,206.01,2.0,Home
CUST10560,Female,South,51.0,36.26,3.0,Groceries
CUST10561,Male,North,20.0,120.01,3.0,Sports
CUST10562,Male,East,51.0,146.8,4.0,Home
CUST10563,Male,East,31.0,189.31,1.0,Sports
CUST10564,Male,South,33.0,327.89,,Electronics
CUST10565,Female,North,16.0,205.57,2.0,Home
CUST10566,Male,North,,105.64,4.0,Clothing
CUST10567,Male,East,25.0,279.56,2.0,Electronics
CUST10568,Female,East,29.0,73.73,1.0,Groceries
CUST10569,Male,East,34.0,52.51,1.0,Groceries
CUST10570,Female,North,45.0,165.9,,Sports
CUST10571,Female,South,,103.24,1.0,Sports
CUST10572,Male,South,38.0,181.37,3.0,Clothing
CUST10573,Female,North,24.0,134.01,2.0,Clothing
CUST10574,Female,West,26.0,3.69,1.0,Groceries
CUST10575,Female,South,53.0,153.09,3.0,Home
CUST10576,Male,East,28.0,65.63,,Groceries
CUST10577,Female,West,52.0,57.27,1.0,Groceries
CUST10578,Female,West,33.0,114.36,1.0,Clothing
CUST10579,Male,South,35.0,129.21,2.0,Sports
CUST10580,Male,West,46.0,132.28,1.0,Clothing
CUST10581,nan,West,48.0,71.56,0.0,Clothing
CUST10582,Female,South,34.0,97.7,6.0,Clothing
CUST10583,Male,South,31.0,22.5,3.0,Groceries
CUST10584,Female,West,34.0,180.77,1.0,Home
CUST10585,Male,East,38.0,28.75,1.0,Groceries
CUST10586,Male,North,44.0,348.67,1.0,Electronics
CUST10587,Male,West,35.0,46.31,2.0,Clothing
CUST10588,Male,West,41.0,87.63,1.0,Clothing
CUST10589,Male,East,51.0,271.2,1.0,Electronics
CUST10590,Male,West,39.0,141.06,1.0,Clothing
CUST10591,Female,West,38.0,88.05,2.0,Clothing
CUST10592,Male,North,20.0,89.22,1.0,Clothing
CUST10593,Male,North,9.0,313.69,3.0,Electronics
CUST10594,Female,North,39.0,81.1,0.0,Groceries
CUST10595,Male,South,34.0,14.73,4.0,Clothing
CUST10596,Female,South,,230.61,4.0,Home
CUST10597,Male,North,37.0,345.42,2.0,Electronics
CUST10598,Male,North,34.0,144.23,3.0,Sports
CUST10599,Male,South,,277.18,0.0,Electronics
CUST10600,Male,East,36.0,37.6,0.0,Groceries
CUST10601,Male,West,,289.21,1.0,Electronics
CUST10602,Male,West,45.0,164.41,3.0,Sports
CUST10603,Male,North,33.0,161.29,4.0,Home
CUST10604,Male,East,40.0,175.38,1.0,Sports
CUST10605,Male,South,30.0,314.09,2.0,Electronics
CUST10606,Male,North,29.0,194.63,2.0,Sports
CUST10607,Male,East,36.0,272.17,2.0,Electronics
CUST10608,Female,East,35.0,181.66,3.0,Home
CUST10609,Female,East,,222.33,1.0,Home
CUST10610,Male,South,32.0,28.12,2.0,Groceries
CUST10611,Female,South,17.0,257.95,2.0,Home
CUST10612,Female,West,31.0,114.2,2.0,Clothing
CUST10613,Male,West,43.0,147.33,2.0,Sports
CUST10614,Female,East,32.0,209.81,0.0,Sports
CUST10615,Female,East,33.0,304.62,2.0,Electronics
CUST10616,Male,South,45.0,279.64,0.0,Home
CUST10617,Male,West,28.0,56.28,3.0,Groceries
CUST10618,Female,East,20.0,88.28,3.0,Groceries
CUST10619,Female,West,33.0,52.06,2.0,Groceries
CUST10620,Male,West,30.0,97.14,0.0,Clothing
CUST10621,Male,East,25.0,218.04,0.0,Home
CUST10622,Male,South,33.0,56.19,2.0,Groceries
CUST10623,Female,East,40.0,109.02,2.0,Clothing
CUST10624,Female,East,35.0,128.83,1.0,Sports
CUST10625,Male,West,38.0,293.76,2.0,Electronics
CUST10626,Male,East,53.0,227.75,0.0,Home
CUST10627,Female,South,32.0,194.44,0.0,Home
CUST10628,Male,East,38.0,148.38,3.0,Sports
CUST10629,Male,South,30.0,207.27,2.0,Home
CUST10630,Female,South,27.0,187.67,5.0,Home
CUST10631,Female,West,29.0,211.13,4.0,Home
CUST10632,Female,North,30.0,154.84,4.0,Home
CUST10633,Female,North,39.0,136.5,3.0,Clothing
CUST10634,Male,West,58.0,86.17,1.0,Clothing
CUST10635,Male,East,28.0,302.1,0.0,Electronics
CUST10636,Female,West,,214.49,5.0,Home
CUST10637,Male,South,34.0,113.55,1.0,Sports
CUST10638,Male,North,39.0,45.32,2.0,Groceries
CUST10639,Male,West,38.0,350.6,2.0,Electronics
CUST10640,Male,East,48.0,67.73,7.0,Groceries
CUST10641,Male,West,11.0,90.28,2.0,Groceries
CUST10642,Male,North,11.0,160.09,1.0,Home
CUST10643,Male,West,30.0,215.22,3.0,Sports
CUST10644,Male,West,46.0,32.9,3.0,Groceries
CUST10645,Female,North,19.0,51.01,1.0,Groceries
CUST10646,Female,South,5.0,270.46,1.0,Electronics
CUST10647,Female,South,41.0,,0.0,Sports
CUST10648,Female,North,37.0,162.76,2.0,Sports
CUST10649,Female,West,24.0,,2.0,Groceries
CUST10650,Male,North,25.0,189.72,2.0,Sports
CUST10651,Female,South,25.0,302.88,3.0,Electronics
CUST10652,Female,East,36.0,347.5,2.0,Electronics
CUST10653,Female,West,29.0,265.87,2.0,Electronics
CUST10654,Male,South,40.0,226.15,1.0,Home
CUST10655,Male,West,6.0,34.49,4.0,Groceries
CUST10656,Male,North,26.0,122.43,0.0,Sports
CUST10657,Male,East,24.0,316.9,1.0,Electronics
CUST10658,Female,North,32.0,0.0,1.0,Groceries
CUST10659,Female,East,30.0,38.25,0.0,Groceries
CUST10660,Male,West,43.0,,2.0,Home
CUST10661,nan,West,16.0,144.42,0.0,Sports
CUST10662,Female,North,35.0,124.37,2.0,Sports
CUST10663,Male,East,41.0,339.46,5.0,Electronics
CUST10664,Male,East,54.0,249.34,3.0,Electronics
CUST10665,Male,West,30.0,31.71,1.0,Groceries
CUST10666,Male,North,38.0,,1.0,Sports
CUST10667,Male,East,17.0,107.61,1.0,Sports
CUST10668,Male,West,11.0,351.61,,Electronics
CUST10669,Male,South,43.0,112.96,0.0,Clothing
CUST10670,Male,North,35.0,70.4,1.0,Groceries
CUST10671,Female,South,47.0,178.73,1.0,Sports
CUST10672,Male,North,21.0,204.78,0.0,Home
CUST10673,Female,West,40.0,210.63,2.0,Home
CUST10674,Male,East,54.0,,1.0,Clothing
CUST10675,nan,East,39.0,277.13,2.0,Electronics
CUST10676,Male,East,38.0,290.61,1.0,Electronics
CUST10677,Male,North,35.0,293.58,0.0,Electronics
CUST10678,nan,West,19.0,191.15,3.0,Home
CUST10679,Female,South,49.0,290.61,2.0,Electronics
CUST10680,Female,West,,171.96,1.0,Home
CUST10681,Male,South,40.0,143.82,0.0,Clothing
CUST10682,Male,North,19.0,31.08,2.0,Groceries
CUST10683,Female,North,23.0,125.24,1.0,Sports
CUST10684,Female,South,,93.35,1.0,Clothing
CUST10685,Female,South,32.0,208.83,3.0,Home
CUST10686,Female,South,50.0,75.52,0.0,Clothing
CUST10687,Male,West,34.0,173.54,1.0,Sports
CUST10688,Female,South,17.0,40.45,1.0,Groceries
CUST10689,Male,North,44.0,,5.0,Sports
CUST10690,Male,North,29.0,210.57,2.0,Home
CUST10691,Male,East,42.0,132.07,2.0,Sports
CUST10692,Female,South,35.0,91.34,1.0,Clothing
CUST10693,Male,West,20.0,312.49,2.0,Electronics
CUST10694,Male,West,37.0,137.69,4.0,Clothing
CUST10695,Female,West,57.0,197.99,2.0,Home
CUST10696,Male,East,40.0,29.25,1.0,Groceries
CUST10697,Female,North,34.0,143.69,2.0,Sports
CUST10698,Male,West,46.0,0.0,3.0,Groceries
CUST10699,Female,North,,169.58,1.0,Home
CUST10700,Female,East,37.0,140.23,3.0,Sports
CUST10701,Male,South,24.0,72.47,3.0,Clothing
CUST10702,Male,South,37.0,69.39,3.0,Clothing
CUST10703,Male,South,45.0,253.48,0.0,Home
CUST10704,Male,West,27.0,164.81,3.0,Sports
CUST10705,nan,South,49.0,110.95,2.0,Clothing
CUST10706,Male,West,34.0,183.48,0.0,Home
CUST10707,Female,East,26.0,179.06,2.0,Home
CUST10708,Male,East,45.0,107.57,2.0,Groceries
CUST10709,Female,West,,47.3,4.0,Clothing
CUST10710,Female,North,43.0,147.13,1.0,Sports
CUST10711,Female,South,32.0,150.68,1.0,Clothing
CUST10712,Male,South,,133.41,0.0,Clothing
CUST10713,Male,South,40.0,86.41,1.0,Clothing
CUST10714,Male,West,38.0,187.18,0.0,Home
CUST10715,Female,East,15.0,280.15,2.0,Electronics
CUST10716,Female,South,24.0,326.56,0.0,Electronics
CUST10717,nan,East,44.0,0.0,1.0,Groceries
CUST10718,Male,South,,113.98,4.0,Clothing
CUST10719,Female,South,30.0,258.83,3.0,Electronics
CUST10720,Female,West,21.0,16.46,3.0,Groceries
CUST10721,Male,North,24.0,205.18,0.0,Home
CUST10722,Male,West,15.0,101.51,1.0,Clothing
CUST10723,Female,South,34.0,89.79,2.0,Sports
CUST10724,Female,South,29.0,218.39,5.0,Home
CUST10725,Female,North,25.0,72.51,,Groceries
CUST10726,Male,East,34.0,125.22,3.0,Home
CUST10727,Female,East,39.0,176.19,2.0,Sports
CUST10728,Male,South,56.0,174.58,3.0,Home
CUST10729,Male,East,20.0,93.95,2.0,Groceries
CUST10730,Male,South,47.0,98.07,4.0,Sports
CUST10731,Female,North,45.0,177.93,2.0,Sports
CUST10732,Female,North,27.0,210.81,6.0,Home
CUST10733,Female,South,37.0,188.43,2.0,Sports
CUST10734,Male,North,30.0,158.82,2.0,Home
CUST10735,Female,West,37.0,122.56,1.0,Clothing
CUST10736,Male,West,50.0,187.46,2.0,Sports
CUST10737,Female,North,,168.23,2.0,Home
CUST10738,Male,South,40.0,94.19,3.0,Clothing
CUST10739,Male,South,31.0,72.51,1.0,Sports
CUST10740,Male,North,20.0,,3.0,Clothing
CUST10741,Male,East,33.0,106.4,0.0,Sports
CUST10742,Female,West,47.0,105.91,3.0,Groceries
CUST10743,Female,East,20.0,57.6,4.0,Groceries
CUST10744,Male,South,24.0,197.05,0.0,Home
CUST10745,Female,South,36.0,275.94,1.0,Electronics
CUST10746,Male,East,25.0,71.53,2.0,Groceries
CUST10747,Female,North,27.0,343.53,2.0,Electronics
CUST10748,Female,East,31.0,97.61,3.0,Clothing
CUST10749,Female,East,21.0,91.8,3.0,Clothing
CUST10750,Male,West,25.0,258.04,2.0,Electronics
CUST10751,Female,West,42.0,242.2,1.0,Home
CUST10752,Female,East,22.0,151.57,2.0,Sports
CUST10753,Male,East,19.0,299.09,2.0,Electronics
CUST10754,Male,South,29.0,303.78,0.0,Electronics
CUST10755,Female,West,42.0,237.69,0.0,Electronics
CUST10756,Female,West,33.0,266.23,1.0,Electronics
CUST10757,Female,South,30.0,307.23,1.0,Electronics
CUST10758,Female,North,35.0,229.48,1.0,Home
CUST10759,Female,West,18.0,21.16,0.0,Groceries
CUST10760,Male,West,40.0,157.96,2.0,Sports
CUST10761,Male,North,39.0,42.91,4.0,Groceries
CUST10762,Male,West,31.0,297.76,2.0,Electronics
CUST10763,Female,West,45.0,5.15,4.0,Groceries
CUST10764,Male,North,24.0,208.7,4.0,Home
CUST10765,Female,North,46.0,139.64,2.0,Clothing
CUST10766,Female,East,37.0,12.37,2.0,Groceries
CUST10767,Female,South,32.0,162.58,1.0,Sports
CUST10768,Male,South,35.0,187.17,1.0,Home
CUST10769,Female,North,34.0,92.43,3.0,Clothing
CUST10770,Male,North,47.0,177.85,2.0,Home
CUST10771,Female,West,24.0,295.43,5.0,Electronics
CUST10772,Male,East,27.0,71.42,4.0,Clothing
CUST10773,Male,East,45.0,177.88,2.0,Sports
CUST10774,Female,North,29.0,109.75,4.0,Clothing
CUST10775,Male,West,44.0,159.43,0.0,Sports
CUST10776,Male,West,52.0,309.43,2.0,Electronics
CUST10777,Female,South,31.0,104.54,3.0,Sports
CUST10778,Female,South,42.0,191.88,1.0,Home
CUST10779,Female,West,23.0,58.79,1.0,Groceries
CUST10780,Female,South,43.0,223.47,2.0,Home
CUST10781,Female,North,,204.83,3.0,Home
CUST10782,Male,West,40.0,48.45,0.0,Clothing
CUST10783,Male,South,29.0,271.98,2.0,Electronics
CUST10784,Male,East,18.0,75.87,3.0,Groceries
CUST10785,Female,West,40.0,130.27,1.0,Sports
CUST10786,Female,West,14.0,107.87,1.0,Clothing
CUST10787,Male,East,32.0,258.08,3.0,Electronics
CUST10788,Male,North,,77.08,2.0,Groceries
CUST10789,Female,East,37.0,209.04,1.0,Home
CUST10790,Male,West,54.0,329.26,2.0,Electronics
CUST10791,Female,North,45.0,311.41,3.0,Electronics
CUST10792,Female,South,28.0,294.21,0.0,Electronics
CUST10793,Female,South,35.0,159.0,3.0,Home
CUST10794,Male,South,35.0,151.98,1.0,Sports
CUST10795,Female,West,19.0,102.98,4.0,Clothing
CUST10796,Female,East,26.0,203.04,2.0,Sports
CUST10797,Female,North,,90.62,2.0,Groceries
CUST10798,Female,South,15.0,69.58,0.0,Clothing
CUST10799,Female,North,35.0,25.94,3.0,Groceries
CUST10800,Female,West,33.0,177.82,1.0,Home
CUST10801,Male,South,18.0,175.81,1.0,Sports
CUST10802,Female,West,39.0,285.49,0.0,Electronics
CUST10803,Female,East,42.0,100.85,2.0,Clothing
CUST10804,Male,West,37.0,306.98,4.0,Electronics
CUST10805,Female,West,32.0,39.08,4.0,Groceries
CUST10806,Female,East,41.0,273.63,0.0,Electronics
CUST10807,Female,North,42.0,278.6,0.0,Electronics
CUST10808,Male,East,38.0,190.0,0.0,Home
CUST10809,Male,East,27.0,180.04,2.0,Home
CUST10810,nan,West,,157.01,1.0,Sports
CUST10811,Female,North,47.0,31.29,0.0,Groceries
CUST10812,Male,South,29.0,245.35,3.0,Home
CUST10813,Female,East,56.0,150.82,1.0,Home
CUST10814,Female,North,30.0,150.34,3.0,Sports
CUST10815,Female,East,35.0,,3.0,Clothing
CUST10816,Female,East,28.0,168.0,1.0,Sports
CUST10817,Male,East,37.0,290.72,6.0,Electronics
CUST10818,Male,East,18.0,349.37,0.0,Electronics
CUST10819,Male,West,30.0,151.02,2.0,Home
CUST10820,Female,North,24.0,212.63,4.0,Home
CUST10821,Male,North,36.0,145.27,0.0,Sports
CUST10822,Male,North,45.0,125.68,1.0,Sports
CUST10823,Male,East,41.0,62.38,4.0,Groceries
CUST10824,Female,West,11.0,349.09,1.0,Electronics
CUST10825,Female,East,55.0,131.11,3.0,Sports
CUST10826,Male,East,38.0,92.3,3.0,Clothing
CUST10827,Male,North,27.0,16.37,5.0,Groceries
CUST10828,Female,East,37.0,107.07,4.0,Sports
CUST10829,Male,South,37.0,198.92,1.0,Home
CUST10830,Male,East,28.0,191.25,3.0,Sports
CUST10831,Male,South,37.0,194.72,0.0,Home
CUST10832,Male,East,29.0,157.98,5.0,Home
CUST10833,Male,West,31.0,302.39,0.0,Electronics
CUST10834,Female,West,28.0,276.86,4.0,Electronics
CUST10835,Male,North,,140.11,0.0,Sports
CUST10836,Female,East,,121.17,1.0,Sports
CUST10837,Male,South,41.0,81.54,4.0,Clothing
CUST10838,Female,South,40.0,88.82,1.0,Groceries
CUST10839,Female,East,43.0,0.0,4.0,Groceries
CUST10840,Male,South,38.0,153.58,2.0,Sports
CUST10841,Female,West,30.0,299.28,0.0,Electronics
CUST10842,Male,South,,166.76,1.0,Clothing
CUST10843,nan,North,21.0,34.66,0.0,Groceries
CUST10844,Male,West,26.0,116.3,2.0,Sports
CUST10845,Male,West,25.0,284.1,,Electronics
CUST10846,Male,West,46.0,272.1,2.0,Electronics
CUST10847,nan,East,44.0,287.83,2.0,Electronics
CUST10848,Female,East,40.0,194.06,0.0,Home
CUST10849,Female,West,46.0,296.76,2.0,Electronics
CUST10850,Male,East,26.0,167.42,1.0,Sports
CUST10851,Female,South,,122.42,4.0,Clothing
CUST10852,Male,East,34.0,200.32,3.0,Sports
CUST10853,Female,East,43.0,283.92,1.0,Electronics
CUST10854,Male,West,34.0,90.7,2.0,Clothing
CUST10855,Male,North,31.0,40.23,2.0,Groceries
CUST10856,Male,North,40.0,29.19,1.0,Groceries
CUST10857,Male,North,44.0,,1.0,Sports
CUST10858,Female,South,28.0,88.81,,Clothing
CUST10859,Male,East,34.0,123.87,4.0,Sports
CUST10860,Female,North,24.0,129.81,2.0,Clothing
CUST10861,Male,West,10.0,102.66,0.0,Clothing
CUST10862,Female,North,,199.26,3.0,Sports
CUST10863,Male,North,41.0,65.55,2.0,Clothing
CUST10864,Male,East,38.0,332.85,3.0,Electronics
CUST10865,Female,East,,61.25,2.0,Clothing
CUST10866,Male,East,31.0,,1.0,Clothing
CUST10867,Male,South,13.0,182.24,3.0,Sports
CUST10868,Female,South,49.0,107.52,2.0,Groceries
CUST10869,Female,North,24.0,187.7,4.0,Home
CUST10870,Male,East,48.0,77.06,0.0,Clothing
CUST10871,Male,North,44.0,214.29,0.0,Home
CUST10872,Female,West,26.0,104.05,0.0,Clothing
CUST10873,Male,West,24.0,202.13,2.0,Sports
CUST10874,Male,East,39.0,149.83,3.0,Sports
CUST10875,Male,East,27.0,46.27,1.0,Clothing
CUST10876,Female,West,36.0,194.7,1.0,Sports
CUST10877,Female,East,30.0,113.62,2.0,Sports
CUST10878,Male,South,17.0,,3.0,Clothing
CUST10879,Male,South,13.0,55.18,2.0,Groceries
CUST10880,Male,East,,111.05,2.0,Clothing
CUST10881,Female,West,29.0,43.09,1.0,Groceries
CUST10882,Male,North,29.0,142.03,0.0,Sports
CUST10883,Male,East,42.0,26.69,2.0,Groceries
CUST10884,Female,East,47.0,,3.0,Sports
CUST10885,Male,North,32.0,41.17,2.0,Groceries
CUST10886,Female,East,32.0,45.75,4.0,Groceries
CUST10887,Male,North,,111.18,2.0,Clothing
CUST10888,Male,West,21.0,100.15,1.0,Groceries
CUST10889,Male,South,37.0,187.55,3.0,Sports
CUST10890,Female,West,,82.11,0.0,Clothing
CUST10891,Female,South,42.0,77.76,3.0,Groceries
CUST10892,Female,North,16.0,149.89,2.0,Clothing
CUST10893,Male,South,27.0,169.79,2.0,Home
CUST10894,Female,West,26.0,65.7,4.0,Clothing
CUST10895,Male,South,36.0,222.38,1.0,Home
CUST10896,Male,North,40.0,,5.0,Home
CUST10897,Female,South,50.0,70.62,1.0,Clothing
CUST10898,Male,East,30.0,160.4,2.0,Sports
CUST10899,Male,West,30.0,161.23,2.0,Sports
CUST10900,Male,East,46.0,132.05,1.0,Sports
CUST10901,Male,North,38.0,278.24,3.0,Electronics
CUST10902,Male,South,48.0,225.69,3.0,Home
CUST10903,Female,East,,123.33,4.0,Clothing
CUST10904,Male,East,,203.67,3.0,Sports
CUST10905,Female,South,22.0,185.93,1.0,Sports
CUST10906,Female,South,19.0,98.39,3.0,Clothing
CUST10907,Male,West,42.0,178.77,2.0,Home
CUST10908,Male,East,47.0,,2.0,Clothing
CUST10909,Male,East,53.0,320.75,4.0,Electronics
CUST10910,Female,North,43.0,,3.0,Electronics
CUST10911,Male,West,47.0,107.65,1.0,Clothing
CUST10912,Female,North,29.0,188.14,0.0,Home
CUST10913,Male,East,23.0,119.76,2.0,Sports
CUST10914,Female,North,44.0,363.88,1.0,Electronics
CUST10915,Male,East,39.0,307.21,2.0,Electronics
CUST10916,Male,East,36.0,211.4,2.0,Home
CUST10917,Female,North,,310.39,1.0,Electronics
CUST10918,Female,North,38.0,,1.0,Electronics
CUST10919,Male,South,48.0,204.42,2.0,Home
CUST10920,Female,South,48.0,90.0,3.0,Clothing
CUST10921,Female,South,40.0,169.87,4.0,Sports
CUST10922,Female,East,43.0,,1.0,Sports
CUST10923,Female,North,40.0,273.62,3.0,Electronics
CUST10924,Male,West,30.0,139.38,3.0,Sports
CUST10925,Male,East,43.0,148.61,1.0,Clothing
CUST10926,Male,West,21.0,295.2,3.0,Electronics
CUST10927,Female,North,46.0,134.43,4.0,Sports
CUST10928,Female,East,23.0,64.82,1.0,Groceries
CUST10929,Male,West,38.0,30.0,2.0,Groceries
CUST10930,Male,West,27.0,86.85,4.0,Groceries
CUST10931,Female,South,41.0,68.73,3.0,Groceries
CUST10932,nan,South,35.0,24.58,3.0,Groceries
CUST10933,Female,South,19.0,307.22,1.0,Electronics
CUST10934,Male,East,39.0,182.63,4.0,Home
CUST10935,Male,North,29.0,167.47,1.0,Home
CUST10936,Male,North,44.0,298.38,0.0,Electronics
CUST10937,Female,South,35.0,299.43,2.0,Electronics
CUST10938,Male,South,39.0,102.78,0.0,Clothing
CUST10939,Female,South,,173.55,0.0,Home
CUST10940,Male,West,29.0,75.9,0.0,Groceries
CUST10941,Female,South,30.0,,4.0,Electronics
CUST10942,Female,West,44.0,77.25,3.0,Groceries
CUST10943,Female,North,52.0,205.1,2.0,Home
CUST10944,Male,East,27.0,134.82,1.0,Sports
CUST10945,Male,East,46.0,211.07,3.0,Sports
CUST10946,Male,East,13.0,286.42,1.0,Electronics
CUST10947,Female,East,23.0,81.45,0.0,Clothing
CUST10948,Female,West,25.0,77.99,,Groceries
CUST10949,Female,West,21.0,,3.0,Electronics
CUST10950,Female,South,19.0,119.55,1.0,Clothing
CUST10951,Female,West,39.0,0.0,1.0,Groceries
CUST10952,Male,South,33.0,173.66,3.0,Home
CUST10953,Female,South,39.0,135.21,1.0,Sports
CUST10954,Male,East,42.0,87.12,1.0,Clothing
CUST10955,Male,West,38.0,42.06,2.0,Groceries
CUST10956,Female,West,,320.2,3.0,Electronics
CUST10957,Male,South,34.0,66.42,3.0,Groceries
CUST10958,Male,South,,314.74,3.0,Electronics
CUST10959,Female,North,46.0,128.81,3.0,Sports
CUST10960,Male,North,29.0,193.83,,Sports
CUST10961,Female,South,26.0,66.27,2.0,Groceries
CUST10962,Male,North,33.0,67.85,,Groceries
CUST10963,Male,North,26.0,313.52,2.0,Electronics
CUST10964,Male,South,31.0,285.64,1.0,Electronics
CUST10965,Male,South,38.0,81.34,1.0,Clothing
CUST10966,Female,West,38.0,90.0,,Clothing
CUST10967,Male,South,26.0,124.34,4.0,Clothing
CUST10968,Female,South,30.0,25.67,3.0,Groceries
CUST10969,Male,East,46.0,74.38,1.0,Clothing
CUST10970,Female,West,40.0,,0.0,Groceries
CUST10971,Female,West,56.0,118.0,6.0,Sports
CUST10972,Female,West,47.0,166.81,0.0,Home
CUST10973,Male,East,46.0,113.85,2.0,Sports
CUST10974,Male,South,21.0,36.24,1.0,Groceries
CUST10975,Male,West,43.0,122.58,0.0,Groceries
CUST10976,Female,West,34.0,200.18,2.0,Home
CUST10977,Male,North,29.0,289.55,3.0,Electronics
CUST10978,Female,West,37.0,320.96,5.0,Electronics
CUST10979,Female,South,44.0,284.78,2.0,Electronics
CUST10980,Male,South,40.0,75.42,0.0,Clothing
CUST10981,Female,North,26.0,277.94,1.0,Electronics
CUST10982,Male,West,42.0,46.92,3.0,Clothing
CUST10983,Male,West,29.0,103.61,3.0,Clothing
CUST10984,Female,West,37.0,230.5,4.0,Electronics
CUST10985,Female,East,32.0,275.96,2.0,Electronics
CUST10986,Female,West,33.0,210.08,1.0,Home
CUST10987,Male,South,43.0,203.73,4.0,Home
CUST10988,Male,South,25.0,136.03,2.0,Clothing
CUST10989,Female,East,54.0,189.92,0.0,Home
CUST10990,Female,East,17.0,115.94,3.0,Clothing
CUST10991,Female,West,29.0,78.92,3.0,Groceries
CUST10992,Male,North,39.0,173.65,1.0,Clothing
CUST10993,Female,East,41.0,116.55,2.0,Clothing
CUST10994,Male,East,34.0,202.37,3.0,Home
CUST10995,Male,West,34.0,71.08,2.0,Groceries
CUST10996,Female,West,39.0,134.64,1.0,Sports
CUST10997,Male,East,33.0,156.25,2.0,Sports
CUST10998,Female,North,49.0,169.86,3.0,Sports
CUST10999,Male,East,43.0,79.17,3.0,Groceries
CUST11000,Male,West,44.0,324.85,0.0,Electronics
CUST11001,Female,West,25.0,76.79,4.0,Groceries
CUST11002,Female,East,34.0,271.25,1.0,Home
CUST11003,Female,North,32.0,58.94,1.0,Clothing
CUST11004,Female,East,25.0,152.32,0.0,Clothing
CUST11005,Female,East,39.0,212.18,3.0,Home
CUST11006,Female,West,30.0,185.3,3.0,Home
CUST11007,Female,North,42.0,96.99,6.0,Clothing
CUST11008,Male,South,24.0,332.92,,Electronics
CUST11009,Female,North,52.0,288.57,5.0,Electronics
CUST11010,Male,East,26.0,283.94,2.0,Electronics
CUST11011,nan,East,37.0,250.9,4.0,Home
CUST11012,Female,East,43.0,93.45,2.0,Clothing
CUST11013,Male,North,29.0,90.13,2.0,Clothing
CUST11014,Female,West,44.0,119.11,1.0,Clothing
CUST11015,Female,East,23.0,39.31,4.0,Groceries
CUST11016,Male,East,50.0,49.94,1.0,Groceries
CUST11017,Female,North,35.0,111.46,2.0,Sports
CUST11018,Female,South,29.0,,3.0,Groceries
CUST11019,Male,South,32.0,339.73,4.0,Electronics
CUST11020,Female,West,43.0,268.66,1.0,Electronics
CUST11021,Male,West,,305.59,3.0,Electronics
CUST11022,Female,East,28.0,273.53,3.0,Electronics
CUST11023,nan,North,33.0,174.32,0.0,Sports
CUST11024,Female,East,23.0,296.61,1.0,Electronics
CUST11025,Male,West,53.0,216.74,3.0,Home
CUST11026,Female,North,29.0,213.52,2.0,Home
CUST11027,Female,North,43.0,193.27,1.0,Home
CUST11028,Male,West,37.0,33.27,1.0,Groceries
CUST11029,Female,South,25.0,118.8,2.0,Clothing
CUST11030,Male,South,35.0,158.49,1.0,Sports
CUST11031,Female,North,43.0,241.3,3.0,Home
CUST11032,Male,East,33.0,201.93,2.0,Home
CUST11033,Male,South,47.0,302.45,2.0,Electronics
