,CustomerID,Age,Gender,Region,SatisfactionScore
669,CUST1669,27.0,Male,,3.0
670,CUST1670,25.0,Female,East,3.0
671,CUST1671,58.0,Female,North,1.0
672,CUST1672,33.0,Female,East,3.0
673,CUST1673,53.0,Male,North,4.0
674,CUST1674,59.0,Female,East,3.0
675,CUST1675,58.0,Male,East,1.0
676,CUST1676,53.0,Male,North,2.0
677,CUST1677,59.0,Male,East,4.0
678,CUST1678,45.0,Male,East,4.0
679,CUST1679,55.0,Female,North,1.0
680,CUST1680,38.0,Female,South,4.0
681,CUST1681,36.0,Male,North,1.0
682,CUST1682,24.0,Female,North,1.0
683,CUST1683,29.0,Male,North,3.0
684,CUST1684,20.0,Female,North,3.0
685,CUST1685,48.0,Female,North,2.0
686,CUST1686,29.0,Other,South,4.0
687,CUST1687,19.0,Male,North,1.0
688,CUST1688,27.0,Male,East,3.0
689,CUST1689,58.0,Male,North,3.0
690,CUST1690,40.0,Female,North,4.0
691,CUST1691,35.0,Male,South,3.0
692,CUST1692,43.0,Male,South,2.0
693,CUST1693,67.0,Male,East,2.0
694,CUST1694,19.0,Female,,1.0
695,CUST1695,38.0,Female,South,1.0
696,CUST1696,65.0,Female,,1.0
697,CUST1697,51.0,Male,North,2.0
698,CUST1698,48.0,Male,South,1.0
699,CUST1699,47.0,Male,South,3.0
701,CUST1701,65.0,Other,East,3.0
702,CUST1702,67.0,Female,North,3.0
703,CUST1703,35.0,Male,,2.0
704,CUST1704,35.0,Female,South,2.0
705,CUST1705,45.0,Male,South,2.0
706,CUST1706,24.0,Male,North,3.0
707,CUST1707,58.0,Other,North,3.0
708,CUST1708,43.0,Male,South,3.0
709,CUST1709,69.0,Male,South,4.0
710,CUST1710,30.0,Female,,5.0
711,CUST1711,67.0,Other,South,3.0
712,CUST1712,43.0,Male,East,2.0
713,CUST1713,25.0,Male,East,3.0
714,CUST1714,50.0,Female,North,2.0
715,CUST1715,34.0,Male,South,2.0
716,CUST1716,27.0,Female,East,3.0
717,CUST1717,47.0,Male,North,4.0
718,CUST1718,48.0,Male,East,1.0
719,CUST1719,66.0,Female,South,5.0
720,CUST1720,68.0,Other,East,3.0
721,CUST1721,32.0,Male,,2.0
722,CUST1722,35.0,Female,North,2.0
723,CUST1723,25.0,Female,North,4.0
724,CUST1724,44.0,Male,East,2.0
725,CUST1725,51.0,Female,North,3.0
726,CUST1726,30.0,Female,North,5.0
727,CUST1727,41.0,Female,North,4.0
728,CUST1728,40.0,Female,South,2.0
729,CUST1729,54.0,Female,North,3.0
730,CUST1730,58.0,Other,South,3.0
731,CUST1731,29.0,Male,East,3.0
732,CUST1732,67.0,Female,South,4.0
733,CUST1733,58.0,Male,,1.0
734,CUST1734,69.0,Male,,2.0
735,CUST1735,65.0,Female,South,1.0
736,CUST1736,44.0,Female,North,4.0
737,CUST1737,56.0,Female,East,3.0
738,CUST1738,56.0,Male,North,3.0
739,CUST1739,22.0,Male,North,2.0
740,CUST1740,49.0,Female,South,5.0
741,CUST1741,66.0,Female,East,4.0
742,CUST1742,18.0,Male,South,5.0
743,CUST1743,64.0,Female,North,1.0
744,CUST1744,34.0,Female,East,3.0
745,CUST1745,59.0,Female,South,3.0
746,CUST1746,68.0,Female,South,4.0
747,CUST1747,40.0,Female,South,2.0
748,CUST1748,41.0,Female,South,3.0
749,CUST1749,65.0,Female,North,4.0
750,CUST1750,30.0,Female,North,3.0
751,CUST1751,43.0,Female,South,3.0
752,CUST1752,48.0,Male,East,4.0
753,CUST1753,37.0,Male,East,2.0
754,CUST1754,68.0,Female,North,1.0
755,CUST1755,56.0,Male,South,2.0
756,CUST1756,25.0,Female,North,2.0
757,CUST1757,35.0,Male,South,1.0
758,CUST1758,68.0,Female,South,1.0
759,CUST1759,47.0,Male,East,4.0
760,CUST1760,66.0,Male,East,3.0
761,CUST1761,69.0,Male,North,1.0
762,CUST1762,46.0,Female,North,3.0
763,CUST1763,69.0,Male,,3.0
764,CUST1764,40.0,Female,South,2.0
765,CUST1765,23.0,Male,,5.0
766,CUST1766,44.0,Female,East,2.0
767,CUST1767,28.0,Female,East,3.0
768,CUST1768,44.0,Female,,3.0
769,CUST1769,41.0,Female,South,2.0
770,CUST1770,43.0,Female,North,1.0
771,CUST1771,34.0,Male,North,3.0
772,CUST1772,47.0,Male,South,1.0
773,CUST1773,51.0,Female,North,5.0
774,CUST1774,18.0,Female,East,2.0
775,CUST1775,57.0,Male,South,2.0
776,CUST1776,43.0,Male,South,3.0
777,CUST1777,18.0,Male,North,3.0
778,CUST1778,25.0,Male,North,2.0
779,CUST1779,45.0,Female,South,3.0
780,CUST1780,36.0,Female,East,4.0
781,CUST1781,48.0,Male,East,1.0
782,CUST1782,22.0,Male,South,1.0
783,CUST1783,49.0,Male,North,3.0
784,CUST1784,41.0,Female,,2.0
785,CUST1785,53.0,Other,South,3.0
786,CUST1786,57.0,Male,South,3.0
787,CUST1787,21.0,Male,North,1.0
788,CUST1788,60.0,Male,East,4.0
789,CUST1789,42.0,Male,North,4.0
790,CUST1790,51.0,Male,North,5.0
791,CUST1791,57.0,Female,,3.0
792,CUST1792,48.0,Female,East,4.0
793,CUST1793,43.0,Male,South,4.0
794,CUST1794,41.0,Female,North,3.0
795,CUST1795,67.0,Male,North,2.0
796,CUST1796,64.0,Female,South,1.0
797,CUST1797,40.0,Male,South,3.0
798,CUST1798,56.0,Female,East,2.0
799,CUST1799,52.0,Male,South,2.0
800,CUST1800,60.0,Male,South,2.0
801,CUST1801,51.0,Other,South,4.0
802,CUST1802,22.0,Male,South,5.0
803,CUST1803,62.0,Female,South,4.0
804,CUST1804,20.0,Female,East,4.0
805,CUST1805,24.0,Other,North,3.0
806,CUST1806,46.0,Male,East,1.0
807,CUST1807,18.0,Other,South,1.0
808,CUST1808,46.0,Other,East,5.0
809,CUST1809,48.0,Female,North,1.0
810,CUST1810,39.0,Male,East,3.0
811,CUST1811,28.0,Other,East,3.0
812,CUST1812,66.0,Female,,1.0
813,CUST1813,45.0,Other,North,2.0
814,CUST1814,43.0,Other,North,3.0
815,CUST1815,36.0,Male,North,3.0
816,CUST1816,55.0,Female,South,3.0
817,CUST1817,64.0,Female,East,3.0
818,CUST1818,22.0,Female,East,2.0
819,CUST1819,40.0,Female,North,1.0
820,CUST1820,66.0,Male,,3.0
821,CUST1821,21.0,Female,South,2.0
822,CUST1822,38.0,Other,East,3.0
823,CUST1823,21.0,Female,North,1.0
824,CUST1824,40.0,Male,South,2.0
825,CUST1825,43.0,Male,,3.0
826,CUST1826,32.0,Male,East,3.0
827,CUST1827,34.0,Female,North,2.0
828,CUST1828,19.0,Female,,4.0
829,CUST1829,28.0,Female,North,3.0
830,CUST1830,67.0,Female,,5.0
831,CUST1831,22.0,Male,East,2.0
832,CUST1832,46.0,Male,,3.0
833,CUST1833,42.0,Female,East,5.0
834,CUST1834,19.0,Male,North,3.0
835,CUST1835,49.0,Female,North,3.0
836,CUST1836,69.0,Female,,1.0
837,CUST1837,47.0,Female,South,3.0
838,CUST1838,54.0,Female,South,4.0
839,CUST1839,31.0,Male,South,4.0
840,CUST1840,68.0,Male,,5.0
841,CUST1841,37.0,Male,North,1.0
842,CUST1842,42.0,Other,South,4.0
843,CUST1843,33.0,Female,,4.0
844,CUST1844,27.0,Male,East,2.0
845,CUST1845,31.0,Male,,3.0
846,CUST1846,41.0,Other,,3.0
847,CUST1847,60.0,Female,East,1.0
848,CUST1848,46.0,Other,East,3.0
849,CUST1849,30.0,Female,,3.0
850,CUST1850,42.0,Other,East,1.0
851,CUST1851,40.0,Male,East,4.0
852,CUST1852,43.0,Female,East,3.0
853,CUST1853,50.0,Male,East,3.0
854,CUST1854,49.0,Male,South,1.0
855,CUST1855,55.0,Male,East,3.0
856,CUST1856,65.0,Other,South,4.0
857,CUST1857,57.0,Other,North,3.0
858,CUST1858,43.0,Male,North,1.0
859,CUST1859,69.0,Male,North,3.0
860,CUST1860,66.0,Male,East,3.0
861,CUST1861,20.0,Other,East,4.0
862,CUST1862,19.0,Male,North,3.0
863,CUST1863,60.0,Male,North,1.0
864,CUST1864,50.0,Female,East,3.0
865,CUST1865,52.0,Female,South,1.0
866,CUST1866,58.0,Male,East,2.0
867,CUST1867,50.0,Female,East,5.0
868,CUST1868,55.0,Other,East,3.0
869,CUST1869,46.0,Male,South,5.0
870,CUST1870,60.0,Male,South,3.0
871,CUST1871,69.0,Male,East,3.0
872,CUST1872,50.0,Female,North,1.0
873,CUST1873,33.0,Female,East,4.0
874,CUST1874,65.0,Male,South,4.0
875,CUST1875,26.0,Male,East,2.0
876,CUST1876,29.0,Male,North,1.0
877,CUST1877,22.0,Female,,3.0
878,CUST1878,58.0,Female,South,1.0
879,CUST1879,47.0,Other,East,1.0
880,CUST1880,46.0,Male,North,4.0
881,CUST1881,59.0,Male,East,3.0
882,CUST1882,56.0,Male,North,3.0
883,CUST1883,36.0,Female,South,4.0
884,CUST1884,39.0,Female,,4.0
885,CUST1885,44.0,Female,East,2.0
886,CUST1886,29.0,Female,North,3.0
887,CUST1887,27.0,Other,East,3.0
888,CUST1888,32.0,Male,East,2.0
889,CUST1889,43.0,Male,North,2.0
890,CUST1890,29.0,Male,South,3.0
891,CUST1891,47.0,Female,North,2.0
892,CUST1892,69.0,Male,East,4.0
893,CUST1893,47.0,Male,South,2.0
894,CUST1894,24.0,Other,East,3.0
895,CUST1895,66.0,Female,South,3.0
896,CUST1896,68.0,Male,South,4.0
897,CUST1897,56.0,Other,North,4.0
898,CUST1898,28.0,Other,,2.0
899,CUST1899,63.0,Male,East,1.0
900,CUST1900,60.0,Female,South,3.0
901,CUST1901,36.0,Female,East,3.0
902,CUST1902,69.0,Male,East,3.0
903,CUST1903,20.0,Male,South,1.0
904,CUST1904,55.0,Female,South,1.0
905,CUST1905,53.0,Male,,5.0
906,CUST1906,43.0,Male,,2.0
907,CUST1907,51.0,Male,East,5.0
908,CUST1908,48.0,Male,South,2.0
909,CUST1909,41.0,Female,North,3.0
910,CUST1910,68.0,Female,North,2.0
911,CUST1911,43.0,Male,North,2.0
912,CUST1912,69.0,Female,North,4.0
913,CUST1913,38.0,Male,North,3.0
914,CUST1914,38.0,Male,East,4.0
915,CUST1915,64.0,Female,,3.0
916,CUST1916,61.0,Female,East,1.0
917,CUST1917,35.0,Male,East,2.0
918,CUST1918,68.0,Male,South,4.0
919,CUST1919,35.0,Male,East,3.0
920,CUST1920,22.0,Male,North,3.0
921,CUST1921,26.0,Male,East,4.0
922,CUST1922,41.0,Other,East,4.0
923,CUST1923,36.0,Other,East,2.0
924,CUST1924,19.0,Male,South,4.0
925,CUST1925,49.0,Female,,1.0
926,CUST1926,56.0,Male,South,3.0
927,CUST1927,32.0,Male,North,5.0
928,CUST1928,21.0,Female,South,1.0
929,CUST1929,34.0,Other,North,4.0
930,CUST1930,35.0,Female,,3.0
931,CUST1931,25.0,Male,North,1.0
932,CUST1932,19.0,Male,North,4.0
933,CUST1933,21.0,Male,North,2.0
934,CUST1934,42.0,Male,North,2.0
935,CUST1935,27.0,Male,South,5.0
936,CUST1936,66.0,Male,South,4.0
937,CUST1937,27.0,Female,East,4.0
938,CUST1938,41.0,Other,South,3.0
939,CUST1939,69.0,Female,North,4.0
940,CUST1940,48.0,Female,North,3.0
941,CUST1941,63.0,Female,North,5.0
942,CUST1942,38.0,Male,East,4.0
943,CUST1943,46.0,Male,South,3.0
944,CUST1944,44.0,Female,North,3.0
945,CUST1945,64.0,Female,East,2.0
946,CUST1946,54.0,Other,North,1.0
947,CUST1947,22.0,Male,,3.0
948,CUST1948,52.0,Other,,3.0
949,CUST1949,63.0,Male,North,3.0
950,CUST1950,58.0,Female,South,5.0
951,CUST1951,34.0,Female,South,3.0
952,CUST1952,54.0,Male,East,3.0
953,CUST1953,39.0,Male,South,5.0
954,CUST1954,33.0,Female,,2.0
955,CUST1955,47.0,Female,South,3.0
956,CUST1956,49.0,Male,East,3.0
957,CUST1957,67.0,Male,South,5.0
958,CUST1958,64.0,Male,North,3.0
959,CUST1959,51.0,Female,North,3.0
960,CUST1960,53.0,Female,,5.0
961,CUST1961,29.0,Female,,4.0
962,CUST1962,45.0,Male,North,2.0
963,CUST1963,48.0,Female,,3.0
964,CUST1964,46.0,Male,North,2.0
965,CUST1965,43.0,Male,East,4.0
966,CUST1966,27.0,Female,East,4.0
967,CUST1967,61.0,Female,North,5.0
968,CUST1968,19.0,Female,North,2.0
969,CUST1969,56.0,Female,South,3.0
970,CUST1970,23.0,Other,North,3.0
971,CUST1971,26.0,Male,South,3.0
972,CUST1972,42.0,Female,East,3.0
973,CUST1973,33.0,Male,,1.0
974,CUST1974,56.0,Female,South,5.0
975,CUST1975,18.0,Male,South,1.0
976,CUST1976,59.0,Female,East,3.0
977,CUST1977,68.0,Male,South,5.0
978,CUST1978,31.0,Male,South,3.0
979,CUST1979,45.0,Female,South,3.0
980,CUST1980,56.0,Female,North,2.0
981,CUST1981,68.0,Female,,3.0
982,CUST1982,42.0,Male,East,3.0
983,CUST1983,52.0,Male,East,2.0
984,CUST1984,50.0,Female,East,5.0
985,CUST1985,30.0,Other,East,3.0
986,CUST1986,67.0,Female,,4.0
987,CUST1987,20.0,Male,North,4.0
988,CUST1988,32.0,Male,South,3.0
989,CUST1989,22.0,Male,East,3.0
990,CUST1990,45.0,Male,,3.0
991,CUST1991,29.0,Female,East,2.0
992,CUST1992,37.0,Male,North,1.0
993,CUST1993,27.0,Female,North,2.0
994,CUST1994,44.0,Male,South,5.0
995,CUST1995,36.0,Male,North,4.0
996,CUST1996,32.0,Female,North,3.0
997,CUST1997,63.0,Male,East,2.0
998,CUST1998,50.0,Male,,1.0
999,CUST1999,43.0,Male,East,4.0
1000,CUST2000,47.0,Male,North,2.0
1001,CUST2001,40.0,Male,North,4.0
1002,CUST2002,62.0,Female,East,5.0
1003,CUST2003,23.0,Other,East,3.0
1004,CUST2004,67.0,Male,South,3.0
1005,CUST2005,47.0,Male,,5.0
1006,CUST2006,26.0,Male,,1.0
1007,CUST2007,40.0,Male,East,5.0
1008,CUST2008,26.0,Male,South,5.0
1009,CUST2009,38.0,Female,South,4.0
1010,CUST2010,61.0,Female,,2.0
1011,CUST2011,54.0,Female,North,3.0
1012,CUST2012,54.0,Female,South,2.0
1013,CUST2013,67.0,Female,South,5.0
1014,CUST2014,22.0,Other,South,4.0
1015,CUST2015,36.0,Male,South,2.0
1016,CUST2016,29.0,Female,South,1.0
1017,CUST2017,55.0,Female,North,5.0
1018,CUST2018,53.0,Female,East,4.0
1019,CUST2019,69.0,Female,South,4.0
1020,CUST2020,54.0,Male,,3.0
1021,CUST2021,32.0,Male,,2.0
1022,CUST2022,54.0,Male,,3.0
1023,CUST2023,59.0,Female,,3.0
1024,CUST2024,32.0,Male,East,1.0
1025,CUST2025,47.0,Other,,2.0
1026,CUST2026,53.0,Female,South,2.0
1027,CUST2027,46.0,Male,South,2.0
1028,CUST2028,48.0,Male,South,5.0
1029,CUST2029,33.0,Female,North,3.0
1030,CUST2030,26.0,Male,East,5.0
1031,CUST2031,55.0,Other,North,2.0
1032,CUST2032,43.0,Female,,4.0
1033,CUST2033,51.0,Male,East,3.0
1034,CUST2034,46.0,Female,,3.0
1035,CUST2035,51.0,Female,South,4.0
1036,CUST2036,41.0,Female,South,1.0
1037,CUST2037,56.0,Male,South,5.0
1038,CUST2038,61.0,Female,South,4.0
1039,CUST2039,38.0,Male,,2.0
1040,CUST2040,27.0,Male,South,2.0
1041,CUST2041,43.0,Female,North,2.0
1042,CUST2042,39.0,Male,North,5.0
1043,CUST2043,36.0,Female,,4.0
1044,CUST2044,43.0,Male,East,5.0
1045,CUST2045,65.0,Female,North,2.0
1046,CUST2046,45.0,Female,South,5.0
1047,CUST2047,59.0,Female,North,4.0
1048,CUST2048,66.0,Other,North,3.0
1049,CUST2049,69.0,Other,,3.0
1050,CUST2050,47.0,Other,,3.0
1051,CUST2051,55.0,Female,North,5.0
1052,CUST2052,28.0,Female,South,3.0
1053,CUST2053,29.0,Female,South,3.0
1054,CUST2054,31.0,Male,South,5.0
1055,CUST2055,29.0,Male,South,3.0
1056,CUST2056,52.0,Female,North,1.0
1057,CUST2057,48.0,Male,North,2.0
1058,CUST2058,65.0,Male,,2.0
1059,CUST2059,52.0,Female,South,4.0
1060,CUST2060,40.0,Male,South,2.0
1061,CUST2061,25.0,Female,North,1.0
1062,CUST2062,20.0,Other,South,3.0
1063,CUST2063,33.0,Female,North,2.0
1064,CUST2064,43.0,Male,South,3.0
1065,CUST2065,58.0,Female,North,1.0
1066,CUST2066,56.0,Male,South,4.0
1067,CUST2067,64.0,Male,South,1.0
1068,CUST2068,47.0,Female,East,3.0
1069,CUST2069,44.0,Female,,3.0
1070,CUST2070,27.0,Female,East,2.0
1071,CUST2071,42.0,Female,South,3.0
1072,CUST2072,30.0,Female,North,3.0
1073,CUST2073,66.0,Male,,3.0
1074,CUST2074,45.0,Female,South,3.0
1075,CUST2075,30.0,Female,North,3.0
1076,CUST2076,48.0,Male,North,2.0
1077,CUST2077,62.0,Female,,1.0
1078,CUST2078,31.0,Female,,2.0
1079,CUST2079,59.0,Male,East,2.0
1080,CUST2080,26.0,Female,South,5.0
1081,CUST2081,69.0,Male,East,3.0
1082,CUST2082,30.0,Female,North,1.0
1083,CUST2083,59.0,Male,,2.0
1084,CUST2084,22.0,Female,,4.0
1085,CUST2085,32.0,Female,,2.0
1086,CUST2086,53.0,Female,North,1.0
1087,CUST2087,38.0,Female,North,3.0
1088,CUST2088,49.0,Male,,4.0
1089,CUST2089,56.0,Other,,3.0
1090,CUST2090,63.0,Other,North,4.0
1091,CUST2091,28.0,Female,South,3.0
1092,CUST2092,20.0,Female,,4.0
1093,CUST2093,19.0,Female,South,1.0
1094,CUST2094,52.0,Male,South,3.0
1095,CUST2095,66.0,Female,North,3.0
1097,CUST2097,47.0,Other,North,4.0
1098,CUST2098,43.0,Male,South,1.0
1099,CUST2099,32.0,Male,South,3.0
1100,CUST2100,44.0,Male,East,3.0
1101,CUST2101,43.0,Female,,1.0
1102,CUST2102,53.0,Female,South,2.0
1103,CUST2103,58.0,Female,South,5.0
1104,CUST2104,37.0,Male,,5.0
1105,CUST2105,57.0,Female,East,5.0
1106,CUST2106,22.0,Male,,2.0
1107,CUST2107,35.0,Female,South,2.0
1108,CUST2108,34.0,Female,East,1.0
1109,CUST2109,30.0,Female,East,4.0
1110,CUST2110,58.0,Male,North,2.0
1111,CUST2111,28.0,Female,South,3.0
1112,CUST2112,43.0,Female,,4.0
1113,CUST2113,43.0,Female,East,5.0
1114,CUST2114,22.0,Male,East,5.0
1115,CUST2115,38.0,Female,East,3.0
1116,CUST2116,60.0,Male,East,1.0
1117,CUST2117,51.0,Female,North,4.0
1118,CUST2118,30.0,Male,South,3.0
1119,CUST2119,20.0,Male,North,4.0
1120,CUST2120,69.0,Other,South,2.0
1121,CUST2121,36.0,Female,East,1.0
1122,CUST2122,34.0,Female,South,1.0
1123,CUST2123,57.0,Male,North,2.0
1124,CUST2124,65.0,Female,South,3.0
1125,CUST2125,45.0,Male,North,1.0
1126,CUST2126,40.0,Male,,3.0
1127,CUST2127,22.0,Male,North,3.0
1128,CUST2128,32.0,Female,South,3.0
1129,CUST2129,34.0,Other,,3.0
1130,CUST2130,34.0,Female,North,4.0
1131,CUST2131,59.0,Male,North,4.0
1132,CUST2132,62.0,Male,North,5.0
1133,CUST2133,62.0,Other,South,2.0
1134,CUST2134,58.0,Male,North,1.0
1135,CUST2135,39.0,Female,South,3.0
1136,CUST2136,59.0,Female,,4.0
1137,CUST2137,57.0,Male,,2.0
1138,CUST2138,25.0,Female,South,3.0
1139,CUST2139,66.0,Male,South,4.0
1140,CUST2140,45.0,Female,East,3.0
1141,CUST2141,46.0,Male,East,1.0
1142,CUST2142,62.0,Male,East,1.0
1143,CUST2143,21.0,Male,South,4.0
1144,CUST2144,31.0,Male,,3.0
1145,CUST2145,36.0,Male,East,2.0
1146,CUST2146,35.0,Female,North,3.0
1147,CUST2147,29.0,Male,South,1.0
1148,CUST2148,42.0,Female,North,3.0
1149,CUST2149,21.0,Male,North,3.0
1150,CUST2150,59.0,Female,,1.0
1151,CUST2151,44.0,Female,East,3.0
1152,CUST2152,48.0,Female,South,3.0
1153,CUST2153,66.0,Female,East,2.0
1154,CUST2154,22.0,Female,,4.0
1155,CUST2155,38.0,Female,North,1.0
1156,CUST2156,64.0,Male,North,5.0
1157,CUST2157,33.0,Female,South,3.0
1158,CUST2158,22.0,Male,South,3.0
1159,CUST2159,68.0,Male,,4.0
1160,CUST2160,57.0,Other,North,3.0
1161,CUST2161,64.0,Male,South,5.0
1162,CUST2162,41.0,Female,South,2.0
1163,CUST2163,34.0,Male,East,3.0
1164,CUST2164,25.0,Male,,1.0
1165,CUST2165,19.0,Female,East,3.0
1166,CUST2166,37.0,Female,South,2.0
1167,CUST2167,51.0,Male,,3.0
1168,CUST2168,24.0,Male,South,5.0
1169,CUST2169,46.0,Male,East,2.0
1170,CUST2170,59.0,Male,North,4.0
1171,CUST2171,68.0,Male,North,3.0
1172,CUST2172,23.0,Male,East,3.0
1173,CUST2173,54.0,Other,,5.0
1174,CUST2174,32.0,Female,East,1.0
1175,CUST2175,22.0,Male,South,3.0
1176,CUST2176,19.0,Female,East,2.0
1177,CUST2177,60.0,Female,South,3.0
1178,CUST2178,63.0,Male,North,3.0
1179,CUST2179,61.0,Male,,3.0
1180,CUST2180,39.0,Female,North,4.0
1181,CUST2181,43.0,Male,North,3.0
1182,CUST2182,43.0,Female,,4.0
1183,CUST2183,21.0,Male,South,3.0
1184,CUST2184,64.0,Male,North,1.0
1185,CUST2185,43.0,Female,North,2.0
1186,CUST2186,41.0,Male,East,3.0
1187,CUST2187,41.0,Other,South,1.0
1188,CUST2188,32.0,Female,East,3.0
1189,CUST2189,31.0,Female,East,2.0
1190,CUST2190,42.0,Other,East,3.0
1191,CUST2191,31.0,Female,South,1.0
1192,CUST2192,39.0,Male,South,4.0
1193,CUST2193,60.0,Female,East,2.0
1194,CUST2194,29.0,Male,East,2.0
1195,CUST2195,31.0,Male,East,4.0
1196,CUST2196,46.0,Female,South,1.0
1197,CUST2197,55.0,Male,South,2.0
1198,CUST2198,18.0,Female,South,2.0
1199,CUST2199,54.0,Female,,2.0
1200,CUST2200,60.0,Male,North,4.0
1201,CUST2201,43.0,Female,North,1.0
1202,CUST2202,31.0,Female,South,3.0
1203,CUST2203,51.0,Female,North,4.0
1204,CUST2204,38.0,Female,South,3.0
1205,CUST2205,46.0,Female,East,4.0
1206,CUST2206,60.0,Male,South,3.0
1207,CUST2207,37.0,Female,North,4.0
1208,CUST2208,38.0,Other,South,3.0
1209,CUST2209,54.0,Female,,5.0
1210,CUST2210,47.0,Other,South,4.0
1211,CUST2211,55.0,Other,,3.0
1212,CUST2212,38.0,Male,North,5.0
1213,CUST2213,48.0,Male,South,1.0
1214,CUST2214,62.0,Female,East,3.0
1215,CUST2215,54.0,Male,North,4.0
1216,CUST2216,63.0,Female,East,4.0
1217,CUST2217,46.0,Male,North,3.0
1218,CUST2218,68.0,Female,North,2.0
1219,CUST2219,67.0,Male,East,4.0
1220,CUST2220,53.0,Male,East,2.0
1221,CUST2221,43.0,Female,North,1.0
1222,CUST2222,43.0,Male,,4.0
1223,CUST2223,43.0,Male,South,4.0
1224,CUST2224,43.0,Male,South,2.0
1225,CUST2225,56.0,Other,North,3.0
1226,CUST2226,29.0,Male,East,4.0
1227,CUST2227,56.0,Male,North,4.0
1228,CUST2228,61.0,Male,South,3.0
1229,CUST2229,28.0,Female,East,3.0
1230,CUST2230,45.0,Male,East,1.0
1231,CUST2231,66.0,Female,South,3.0
1232,CUST2232,42.0,Female,North,2.0
1233,CUST2233,42.0,Female,South,4.0
1234,CUST2234,55.0,Female,South,1.0
1235,CUST2235,42.0,Female,North,1.0
1236,CUST2236,39.0,Male,South,1.0
1237,CUST2237,21.0,Female,North,3.0
1238,CUST2238,19.0,Other,East,2.0
1239,CUST2239,69.0,Male,South,1.0
1240,CUST2240,27.0,Male,North,3.0
1241,CUST2241,42.0,Female,South,3.0
1242,CUST2242,50.0,Male,North,4.0
1243,CUST2243,68.0,Female,,3.0
1244,CUST2244,61.0,Male,South,3.0
1245,CUST2245,43.0,Female,South,2.0
1246,CUST2246,24.0,Female,South,5.0
1247,CUST2247,68.0,Other,South,5.0
1248,CUST2248,58.0,Female,South,3.0
1249,CUST2249,36.0,Female,North,5.0
1250,CUST2250,36.0,Female,North,4.0
1251,CUST2251,58.0,Male,North,1.0
1252,CUST2252,50.0,Female,North,1.0
1253,CUST2253,60.0,Female,,3.0
1254,CUST2254,32.0,Male,East,1.0
1255,CUST2255,26.0,Male,North,1.0
1256,CUST2256,30.0,Female,East,4.0
1257,CUST2257,69.0,Male,South,3.0
1258,CUST2258,47.0,Male,South,4.0
1259,CUST2259,38.0,Male,East,4.0
1260,CUST2260,43.0,Female,South,4.0
1261,CUST2261,43.0,Female,East,4.0
1262,CUST2262,55.0,Female,North,4.0
1263,CUST2263,18.0,Female,North,4.0
1264,CUST2264,53.0,Female,,4.0
1265,CUST2265,65.0,Other,East,3.0
1266,CUST2266,36.0,Female,South,2.0
1267,CUST2267,52.0,Female,North,1.0
1268,CUST2268,44.0,Female,South,3.0
1269,CUST2269,39.0,Female,North,1.0
1270,CUST2270,51.0,Female,,3.0
1271,CUST2271,67.0,Female,,4.0
1272,CUST2272,34.0,Male,,3.0
1273,CUST2273,50.0,Male,South,5.0
1274,CUST2274,28.0,Male,East,1.0
1275,CUST2275,59.0,Male,East,4.0
1276,CUST2276,67.0,Female,South,3.0
1277,CUST2277,59.0,Female,South,4.0
1278,CUST2278,64.0,Male,East,3.0
1279,CUST2279,31.0,Male,East,3.0
1280,CUST2280,68.0,Other,East,3.0
1281,CUST2281,55.0,Male,East,3.0
1282,CUST2282,55.0,Female,,5.0
1283,CUST2283,68.0,Other,North,5.0
1284,CUST2284,20.0,Other,South,3.0
1285,CUST2285,44.0,Male,South,3.0
1286,CUST2286,43.0,Female,North,3.0
1287,CUST2287,42.0,Male,North,3.0
1288,CUST2288,47.0,Female,North,2.0
1289,CUST2289,49.0,Male,South,2.0
1290,CUST2290,65.0,Male,East,3.0
1291,CUST2291,29.0,Male,North,4.0
1292,CUST2292,48.0,Female,North,2.0
1293,CUST2293,33.0,Female,,1.0
1294,CUST2294,49.0,Female,North,4.0
1295,CUST2295,38.0,Male,East,1.0
1296,CUST2296,22.0,Female,North,3.0
1297,CUST2297,36.0,Female,South,1.0
1298,CUST2298,28.0,Male,North,1.0
1299,CUST2299,38.0,Male,South,1.0
1300,CUST2300,27.0,Other,North,4.0
1301,CUST2301,64.0,Male,South,2.0
1302,CUST2302,46.0,Male,North,2.0
1303,CUST2303,25.0,Male,,1.0
1304,CUST2304,63.0,Male,South,3.0
1305,CUST2305,68.0,Female,South,5.0
1306,CUST2306,49.0,Female,South,3.0
1307,CUST2307,62.0,Female,North,3.0
1308,CUST2308,25.0,Male,East,2.0
1309,CUST2309,69.0,Male,North,3.0
1310,CUST2310,65.0,Male,South,4.0
1311,CUST2311,61.0,Male,South,2.0
1312,CUST2312,21.0,Male,South,2.0
1313,CUST2313,25.0,Female,East,4.0
1314,CUST2314,67.0,Male,East,3.0
1315,CUST2315,64.0,Female,,3.0
1316,CUST2316,29.0,Male,South,3.0
1317,CUST2317,57.0,Female,,5.0
1318,CUST2318,38.0,Male,East,4.0
1319,CUST2319,54.0,Male,South,3.0
1320,CUST2320,66.0,Male,East,2.0
1321,CUST2321,45.0,Female,South,4.0
1322,CUST2322,43.0,Female,East,1.0
1323,CUST2323,36.0,Male,East,4.0
1324,CUST2324,21.0,Female,,4.0
