CustomerID,Age,Gender,Region,SatisfactionScore,Comments
CUST1635,30.0,Unknown,Unknown,3.0,Average
CUST1636,29.0,Unknown,South,2.0,
CUST1637,25.0,Female,South,1.0,
CUST1638,67.0,Female,East,1.0,
CUST1639,64.0,Male,South,2.0,
CUST1640,34.0,Unknown,South,1.0,Average
CUST1641,24.0,Male,South,-1.0,Not satisfied
CUST1642,28.0,Female,nan,4.0,Will come again
CUST1643,45.0,Male,South,2.0,Average
CUST1644,65.0,Female,North,4.0,Will come again
CUST1645,22.0,Female,South,-1.0,
CUST1646,44.0,Female,nan,3.0,
CUST1647,42.0,Male,North,2.0,Will come again
CUST1648,67.0,Male,South,-1.0,
CUST1649,57.0,Female,East,1.0,Average
CUST1650,68.0,Female,South,4.0,
CUST1651,41.0,Female,North,2.0,nan
CUST1652,31.0,Male,East,2.0,
CUST1653,56.0,Male,South,2.0,nan
CUST1654,48.0,Female,East,1.0,Average
CUST1655,26.0,Female,nan,2.0,Great service!
CUST1656,46.0,Male,North,4.0,Average
CUST1657,50.0,Male,North,2.0,
CUST1658,53.0,Male,North,1.0,
CUST1659,27.0,Male,Unknown,4.0,Great service!
CUST1660,51.0,Male,East,3.0,
CUST1661,61.0,Male,East,4.0,Will come again
CUST1662,26.0,Male,South,4.0,
CUST1663,56.0,Male,North,1.0,Average
CUST1664,,Male,nan,3.0,
CUST1665,,Female,South,3.0,Not satisfied
CUST1666,35.0,Female,?,5.0,
CUST1667,59.0,Female,North,3.0,
CUST1668,64.0,Female,South,1.0,Will come again
CUST1669,27.0,Male,nan,,nan
CUST1670,25.0,Female,East,-1.0,Not satisfied
CUST1671,58.0,Female,North,1.0,nan
CUST1672,33.0,Female,East,3.0,nan
CUST1673,53.0,Male,North,4.0,
CUST1674,59.0,Female,East,,Average
CUST1675,58.0,Male,East,1.0,
CUST1676,53.0,Male,North,2.0,nan
CUST1677,59.0,Male,East,4.0,nan
CUST1678,45.0,Male,East,4.0,
CUST1679,55.0,Female,North,1.0,nan
CUST1680,38.0,Female,South,4.0,
CUST1681,36.0,Male,North,1.0,Average
CUST1682,24.0,Female,North,1.0,nan
CUST1683,29.0,Male,North,3.0,Will come again
CUST1684,20.0,Female,North,3.0,
CUST1685,48.0,Female,North,2.0,
CUST1686,29.0,nan,South,4.0,
CUST1687,19.0,Male,North,1.0,
CUST1688,27.0,Male,East,3.0,
CUST1689,58.0,Male,North,,
CUST1690,40.0,Female,North,4.0,
CUST1691,35.0,Male,South,-1.0,Average
CUST1692,,Male,South,2.0,
CUST1693,67.0,Male,East,2.0,Not satisfied
CUST1694,19.0,Female,Unknown,1.0,nan
CUST1695,38.0,Female,South,1.0,
CUST1696,65.0,Female,Unknown,1.0,Average
CUST1697,51.0,Male,North,2.0,Not satisfied
CUST1698,48.0,Male,South,1.0,Great service!
CUST1699,47.0,Male,South,,
CUST1700,,Female,North,-1.0,Will come again
CUST1701,65.0,Unknown,East,3.0,
CUST1702,67.0,Female,North,3.0,Will come again
CUST1703,35.0,Male,nan,2.0,
CUST1704,35.0,Female,South,2.0,
CUST1705,45.0,Male,South,2.0,
CUST1706,24.0,Male,North,3.0,Not satisfied
CUST1707,58.0,Unknown,North,-1.0,
CUST1708,,Male,South,3.0,
CUST1709,69.0,Male,South,4.0,Not satisfied
CUST1710,30.0,Female,Unknown,5.0,
CUST1711,67.0,nan,South,3.0,Great service!
CUST1712,,Male,East,2.0,Will come again
CUST1713,25.0,Male,East,3.0,
CUST1714,50.0,Female,North,2.0,nan
CUST1715,34.0,Male,South,2.0,Not satisfied
CUST1716,27.0,Female,East,3.0,
CUST1717,47.0,Male,North,4.0,Will come again
CUST1718,48.0,Male,East,1.0,Not satisfied
CUST1719,66.0,Female,South,5.0,
CUST1720,68.0,nan,East,-1.0,
CUST1721,32.0,Male,nan,2.0,
CUST1722,35.0,Female,North,2.0,
CUST1723,25.0,Female,North,4.0,
CUST1724,44.0,Male,East,2.0,
CUST1725,51.0,Female,North,3.0,Not satisfied
CUST1726,30.0,Female,North,5.0,nan
CUST1727,41.0,Female,North,4.0,Will come again
CUST1728,40.0,Female,South,2.0,Great service!
CUST1729,54.0,Female,North,3.0,
CUST1730,58.0,nan,South,3.0,
CUST1731,29.0,Male,East,3.0,
CUST1732,67.0,Female,South,4.0,
CUST1733,58.0,Male,Unknown,1.0,
CUST1734,69.0,Male,Unknown,2.0,
CUST1735,65.0,Female,South,1.0,
CUST1736,44.0,Female,North,4.0,
CUST1737,56.0,Female,East,,Average
CUST1738,56.0,Male,North,3.0,Great service!
CUST1739,22.0,Male,North,2.0,
CUST1740,49.0,Female,South,5.0,
CUST1741,66.0,Female,East,4.0,Will come again
CUST1742,18.0,Male,South,5.0,Will come again
CUST1743,64.0,Female,North,1.0,
CUST1744,34.0,Female,East,3.0,Will come again
CUST1745,59.0,Female,South,,nan
CUST1746,68.0,Female,South,4.0,Great service!
CUST1747,40.0,Female,South,2.0,
CUST1748,41.0,Female,South,3.0,Average
CUST1749,65.0,Female,North,4.0,
CUST1750,30.0,Female,North,3.0,Average
CUST1751,,Female,South,3.0,
CUST1752,48.0,Male,East,4.0,
CUST1753,37.0,Male,East,2.0,
CUST1754,68.0,Female,North,1.0,
CUST1755,56.0,Male,South,2.0,
CUST1756,25.0,Female,North,2.0,
CUST1757,35.0,Male,South,1.0,
CUST1758,68.0,Female,South,1.0,
CUST1759,47.0,Male,East,4.0,
CUST1760,66.0,Male,East,3.0,nan
CUST1761,69.0,Male,North,1.0,Average
CUST1762,46.0,Female,North,3.0,Will come again
CUST1763,69.0,Male,nan,-1.0,
CUST1764,40.0,Female,South,2.0,
CUST1765,23.0,Male,nan,5.0,
CUST1766,44.0,Female,East,2.0,Will come again
CUST1767,28.0,Female,East,3.0,
CUST1768,44.0,Female,Unknown,3.0,nan
CUST1769,41.0,Female,South,2.0,Average
CUST1770,,Female,North,1.0,
CUST1771,34.0,Male,North,3.0,
CUST1772,47.0,Male,South,1.0,
CUST1773,51.0,Female,North,5.0,
CUST1774,18.0,Female,East,2.0,Average
CUST1775,57.0,Male,South,2.0,
CUST1776,,Male,South,3.0,Will come again
CUST1777,18.0,Male,North,3.0,Great service!
CUST1778,25.0,Male,North,2.0,nan
CUST1779,45.0,Female,South,3.0,
CUST1780,36.0,Female,East,4.0,
CUST1781,48.0,Male,East,1.0,Average
CUST1782,22.0,Male,South,1.0,
CUST1783,49.0,Male,North,3.0,nan
CUST1784,41.0,Female,nan,2.0,
CUST1785,53.0,nan,South,-1.0,
CUST1786,57.0,Male,South,-1.0,
CUST1787,21.0,Male,North,1.0,
CUST1788,60.0,Male,East,4.0,nan
CUST1789,42.0,Male,North,4.0,Great service!
CUST1790,51.0,Male,North,5.0,
CUST1791,57.0,Female,Unknown,,
CUST1792,48.0,Female,East,4.0,Not satisfied
CUST1793,43.0,Male,South,4.0,
CUST1794,41.0,Female,North,3.0,Great service!
CUST1795,67.0,Male,North,2.0,
CUST1796,64.0,Female,South,1.0,Not satisfied
CUST1797,40.0,Male,South,3.0,nan
CUST1798,56.0,Female,East,2.0,Average
CUST1799,52.0,Male,South,2.0,Not satisfied
CUST1800,60.0,Male,South,2.0,
CUST1801,51.0,Unknown,South,4.0,
CUST1802,22.0,Male,South,5.0,
CUST1803,62.0,Female,South,4.0,
CUST1804,20.0,Female,East,4.0,
CUST1805,24.0,Unknown,North,3.0,Not satisfied
CUST1806,46.0,Male,East,1.0,Not satisfied
CUST1807,18.0,nan,South,1.0,
CUST1808,46.0,Unknown,East,5.0,
CUST1809,48.0,Female,North,1.0,Will come again
CUST1810,39.0,Male,East,3.0,Great service!
CUST1811,28.0,Unknown,East,-1.0,
CUST1812,66.0,Female,Unknown,1.0,Not satisfied
CUST1813,45.0,nan,North,2.0,
CUST1814,43.0,Unknown,North,3.0,
CUST1815,36.0,Male,North,3.0,Not satisfied
CUST1816,55.0,Female,South,3.0,Not satisfied
CUST1817,64.0,Female,East,3.0,
CUST1818,22.0,Female,East,2.0,nan
CUST1819,40.0,Female,North,1.0,
CUST1820,66.0,Male,nan,3.0,Average
CUST1821,21.0,Female,South,2.0,Average
CUST1822,38.0,nan,East,3.0,Average
CUST1823,21.0,Female,North,1.0,
CUST1824,40.0,Male,South,2.0,Average
CUST1825,,Male,?,3.0,Great service!
CUST1826,32.0,Male,East,3.0,
CUST1827,34.0,Female,North,2.0,Great service!
CUST1828,19.0,Female,?,4.0,nan
CUST1829,28.0,Female,North,,
CUST1830,67.0,Female,?,5.0,Great service!
CUST1831,22.0,Male,East,2.0,Not satisfied
CUST1832,46.0,Male,?,3.0,nan
CUST1833,42.0,Female,East,5.0,Will come again
CUST1834,19.0,Male,North,,
CUST1835,49.0,Female,North,3.0,
CUST1836,69.0,Female,?,1.0,Will come again
CUST1837,47.0,Female,South,3.0,Not satisfied
CUST1838,54.0,Female,South,4.0,Not satisfied
CUST1839,31.0,Male,South,4.0,
CUST1840,68.0,Male,?,5.0,
CUST1841,37.0,Male,North,1.0,
CUST1842,42.0,nan,South,4.0,
CUST1843,33.0,Female,?,4.0,
CUST1844,27.0,Male,East,2.0,
CUST1845,31.0,Male,nan,-1.0,
CUST1846,41.0,Unknown,Unknown,3.0,Great service!
CUST1847,60.0,Female,East,1.0,
CUST1848,46.0,Unknown,East,3.0,Great service!
CUST1849,30.0,Female,?,3.0,Average
CUST1850,42.0,nan,East,1.0,Not satisfied
CUST1851,40.0,Male,East,4.0,Average
CUST1852,,Female,East,3.0,Average
CUST1853,50.0,Male,East,-1.0,
CUST1854,49.0,Male,South,1.0,Average
CUST1855,55.0,Male,East,3.0,
CUST1856,65.0,Unknown,South,4.0,
CUST1857,57.0,Unknown,North,3.0,
CUST1858,,Male,North,1.0,Not satisfied
CUST1859,69.0,Male,North,-1.0,
CUST1860,66.0,Male,East,,Average
CUST1861,20.0,Unknown,East,4.0,Average
CUST1862,19.0,Male,North,3.0,
CUST1863,60.0,Male,North,1.0,
CUST1864,50.0,Female,East,3.0,Great service!
CUST1865,52.0,Female,South,1.0,Great service!
CUST1866,58.0,Male,East,2.0,Not satisfied
CUST1867,50.0,Female,East,5.0,
CUST1868,55.0,nan,East,3.0,
CUST1869,46.0,Male,South,5.0,
CUST1870,60.0,Male,South,3.0,Not satisfied
CUST1871,69.0,Male,East,3.0,Will come again
CUST1872,50.0,Female,North,1.0,Great service!
CUST1873,33.0,Female,East,4.0,Great service!
CUST1874,65.0,Male,South,4.0,Will come again
CUST1875,26.0,Male,East,2.0,Average
CUST1876,29.0,Male,North,1.0,Will come again
CUST1877,22.0,Female,?,-1.0,
CUST1878,58.0,Female,South,1.0,
CUST1879,47.0,Unknown,East,1.0,
CUST1880,46.0,Male,North,4.0,Not satisfied
CUST1881,59.0,Male,East,3.0,
CUST1882,56.0,Male,North,3.0,Great service!
CUST1883,36.0,Female,South,4.0,Average
CUST1884,39.0,Female,nan,4.0,
CUST1885,44.0,Female,East,2.0,nan
CUST1886,29.0,Female,North,3.0,
CUST1887,27.0,nan,East,-1.0,
CUST1888,32.0,Male,East,2.0,
CUST1889,,Male,North,2.0,nan
CUST1890,29.0,Male,South,3.0,Will come again
CUST1891,47.0,Female,North,2.0,Average
CUST1892,69.0,Male,East,4.0,nan
CUST1893,47.0,Male,South,2.0,Will come again
CUST1894,24.0,Unknown,East,3.0,
CUST1895,66.0,Female,South,,
CUST1896,68.0,Male,South,4.0,Average
CUST1897,56.0,Unknown,North,4.0,
CUST1898,28.0,nan,?,2.0,Not satisfied
CUST1899,63.0,Male,East,1.0,
CUST1900,60.0,Female,South,3.0,Average
CUST1901,36.0,Female,East,,
CUST1902,69.0,Male,East,3.0,
CUST1903,20.0,Male,South,1.0,Will come again
CUST1904,55.0,Female,South,1.0,
CUST1905,53.0,Male,Unknown,5.0,
CUST1906,43.0,Male,?,2.0,Average
CUST1907,51.0,Male,East,5.0,
CUST1908,48.0,Male,South,2.0,
CUST1909,41.0,Female,North,-1.0,Average
CUST1910,68.0,Female,North,2.0,Average
CUST1911,,Male,North,2.0,
CUST1912,69.0,Female,North,4.0,nan
CUST1913,38.0,Male,North,3.0,
CUST1914,38.0,Male,East,4.0,
CUST1915,64.0,Female,?,3.0,Not satisfied
CUST1916,61.0,Female,East,1.0,Will come again
CUST1917,35.0,Male,East,2.0,Average
CUST1918,68.0,Male,South,4.0,Will come again
CUST1919,35.0,Male,East,,
CUST1920,22.0,Male,North,-1.0,nan
CUST1921,26.0,Male,East,4.0,
CUST1922,41.0,Unknown,East,4.0,
CUST1923,36.0,Unknown,East,2.0,
CUST1924,19.0,Male,South,4.0,
CUST1925,49.0,Female,Unknown,1.0,nan
CUST1926,56.0,Male,South,3.0,Not satisfied
CUST1927,32.0,Male,North,5.0,
CUST1928,21.0,Female,South,1.0,
CUST1929,34.0,nan,North,4.0,Average
CUST1930,35.0,Female,?,3.0,
CUST1931,25.0,Male,North,1.0,Not satisfied
CUST1932,19.0,Male,North,4.0,
CUST1933,21.0,Male,North,2.0,Not satisfied
CUST1934,42.0,Male,North,2.0,Great service!
CUST1935,27.0,Male,South,5.0,
CUST1936,66.0,Male,South,4.0,
CUST1937,27.0,Female,East,4.0,
CUST1938,41.0,nan,South,3.0,
CUST1939,69.0,Female,North,4.0,Average
CUST1940,48.0,Female,North,3.0,
CUST1941,63.0,Female,North,5.0,nan
CUST1942,38.0,Male,East,4.0,
CUST1943,46.0,Male,South,3.0,Great service!
CUST1944,44.0,Female,North,,
CUST1945,64.0,Female,East,2.0,
CUST1946,54.0,nan,North,1.0,Great service!
CUST1947,22.0,Male,nan,-1.0,Great service!
CUST1948,52.0,Unknown,Unknown,-1.0,Average
CUST1949,63.0,Male,North,3.0,Not satisfied
CUST1950,58.0,Female,South,5.0,nan
CUST1951,34.0,Female,South,3.0,
CUST1952,54.0,Male,East,3.0,
CUST1953,39.0,Male,South,5.0,
CUST1954,33.0,Female,Unknown,2.0,Average
CUST1955,47.0,Female,South,3.0,Average
CUST1956,49.0,Male,East,3.0,
CUST1957,67.0,Male,South,5.0,Not satisfied
CUST1958,64.0,Male,North,3.0,
CUST1959,51.0,Female,North,3.0,Great service!
CUST1960,53.0,Female,?,5.0,
CUST1961,29.0,Female,Unknown,4.0,
CUST1962,45.0,Male,North,2.0,
CUST1963,48.0,Female,?,-1.0,
CUST1964,46.0,Male,North,2.0,Great service!
CUST1965,,Male,East,4.0,Not satisfied
CUST1966,27.0,Female,East,4.0,nan
CUST1967,61.0,Female,North,5.0,
CUST1968,19.0,Female,North,2.0,
CUST1969,56.0,Female,South,3.0,Average
CUST1970,23.0,nan,North,3.0,
CUST1971,26.0,Male,South,3.0,
CUST1972,42.0,Female,East,3.0,
CUST1973,33.0,Male,nan,1.0,Great service!
CUST1974,56.0,Female,South,5.0,
CUST1975,18.0,Male,South,1.0,
CUST1976,59.0,Female,East,3.0,
CUST1977,68.0,Male,South,5.0,
CUST1978,31.0,Male,South,3.0,Average
CUST1979,45.0,Female,South,3.0,nan
CUST1980,56.0,Female,North,2.0,Great service!
CUST1981,68.0,Female,nan,3.0,Will come again
CUST1982,42.0,Male,East,,
CUST1983,52.0,Male,East,2.0,
CUST1984,50.0,Female,East,5.0,
CUST1985,30.0,nan,East,3.0,Will come again
CUST1986,67.0,Female,nan,4.0,
CUST1987,20.0,Male,North,4.0,Not satisfied
CUST1988,32.0,Male,South,-1.0,
CUST1989,22.0,Male,East,,Will come again
CUST1990,45.0,Male,nan,3.0,
CUST1991,29.0,Female,East,2.0,
CUST1992,37.0,Male,North,1.0,
CUST1993,27.0,Female,North,2.0,
CUST1994,44.0,Male,South,5.0,Great service!
CUST1995,36.0,Male,North,4.0,
CUST1996,32.0,Female,North,3.0,Will come again
CUST1997,63.0,Male,East,2.0,Not satisfied
CUST1998,50.0,Male,?,1.0,Average
CUST1999,,Male,East,4.0,
CUST2000,47.0,Male,North,2.0,
CUST2001,40.0,Male,North,4.0,
CUST2002,62.0,Female,East,5.0,Not satisfied
CUST2003,23.0,nan,East,,
CUST2004,67.0,Male,South,3.0,
CUST2005,47.0,Male,Unknown,5.0,Not satisfied
CUST2006,26.0,Male,Unknown,1.0,Will come again
CUST2007,40.0,Male,East,5.0,Average
CUST2008,26.0,Male,South,5.0,
CUST2009,38.0,Female,South,4.0,
CUST2010,61.0,Female,?,2.0,
CUST2011,54.0,Female,North,3.0,nan
CUST2012,54.0,Female,South,2.0,Average
CUST2013,67.0,Female,South,5.0,Not satisfied
CUST2014,22.0,nan,South,4.0,Not satisfied
CUST2015,36.0,Male,South,2.0,nan
CUST2016,29.0,Female,South,1.0,
CUST2017,55.0,Female,North,5.0,Great service!
CUST2018,53.0,Female,East,4.0,Average
CUST2019,69.0,Female,South,4.0,Average
CUST2020,54.0,Male,?,3.0,
CUST2021,32.0,Male,nan,2.0,
CUST2022,54.0,Male,Unknown,3.0,
CUST2023,59.0,Female,Unknown,3.0,
CUST2024,32.0,Male,East,1.0,Average
CUST2025,47.0,Unknown,nan,2.0,Great service!
CUST2026,53.0,Female,South,2.0,
CUST2027,46.0,Male,South,2.0,nan
CUST2028,48.0,Male,South,5.0,
CUST2029,33.0,Female,North,3.0,
CUST2030,26.0,Male,East,5.0,
CUST2031,55.0,nan,North,2.0,Average
CUST2032,,Female,Unknown,4.0,Great service!
CUST2033,51.0,Male,East,3.0,
CUST2034,46.0,Female,?,3.0,
CUST2035,51.0,Female,South,4.0,
CUST2036,41.0,Female,South,1.0,
CUST2037,56.0,Male,South,5.0,nan
CUST2038,61.0,Female,South,4.0,Average
CUST2039,38.0,Male,?,2.0,
CUST2040,27.0,Male,South,2.0,
CUST2041,,Female,North,2.0,
CUST2042,39.0,Male,North,5.0,nan
CUST2043,36.0,Female,Unknown,4.0,
CUST2044,,Male,East,5.0,
CUST2045,65.0,Female,North,2.0,nan
CUST2046,45.0,Female,South,5.0,
CUST2047,59.0,Female,North,4.0,
CUST2048,66.0,nan,North,3.0,
CUST2049,69.0,Unknown,nan,3.0,Not satisfied
CUST2050,47.0,Unknown,Unknown,3.0,
CUST2051,55.0,Female,North,5.0,
CUST2052,28.0,Female,South,3.0,
CUST2053,29.0,Female,South,3.0,
CUST2054,31.0,Male,South,5.0,Not satisfied
CUST2055,29.0,Male,South,-1.0,
CUST2056,52.0,Female,North,1.0,Average
CUST2057,48.0,Male,North,2.0,
CUST2058,65.0,Male,?,2.0,
CUST2059,52.0,Female,South,4.0,Average
CUST2060,40.0,Male,South,2.0,nan
CUST2061,25.0,Female,North,1.0,
CUST2062,20.0,Unknown,South,3.0,Great service!
CUST2063,33.0,Female,North,2.0,Not satisfied
CUST2064,,Male,South,3.0,Will come again
CUST2065,58.0,Female,North,1.0,
CUST2066,56.0,Male,South,4.0,Average
CUST2067,64.0,Male,South,1.0,Average
CUST2068,47.0,Female,East,3.0,nan
CUST2069,44.0,Female,?,-1.0,
CUST2070,27.0,Female,East,2.0,
CUST2071,42.0,Female,South,3.0,Great service!
CUST2072,30.0,Female,North,-1.0,Not satisfied
CUST2073,66.0,Male,Unknown,3.0,
CUST2074,45.0,Female,South,,
CUST2075,30.0,Female,North,3.0,
CUST2076,48.0,Male,North,2.0,
CUST2077,62.0,Female,Unknown,1.0,
CUST2078,31.0,Female,Unknown,2.0,
CUST2079,59.0,Male,East,2.0,
CUST2080,26.0,Female,South,5.0,
CUST2081,69.0,Male,East,-1.0,
CUST2082,30.0,Female,North,1.0,nan
CUST2083,59.0,Male,Unknown,2.0,Average
CUST2084,22.0,Female,?,4.0,
CUST2085,32.0,Female,Unknown,2.0,Great service!
CUST2086,53.0,Female,North,1.0,
CUST2087,38.0,Female,North,,
CUST2088,49.0,Male,?,4.0,nan
CUST2089,56.0,Unknown,nan,3.0,
CUST2090,63.0,Unknown,North,4.0,Not satisfied
CUST2091,28.0,Female,South,3.0,
CUST2092,20.0,Female,Unknown,4.0,
CUST2093,19.0,Female,South,1.0,Average
CUST2094,52.0,Male,South,3.0,Will come again
CUST2095,66.0,Female,North,3.0,
CUST2096,,Female,Unknown,-1.0,Great service!
CUST2097,47.0,nan,North,4.0,
CUST2098,43.0,Male,South,1.0,nan
CUST2099,32.0,Male,South,3.0,Not satisfied
CUST2100,44.0,Male,East,3.0,
CUST2101,43.0,Female,Unknown,1.0,Will come again
CUST2102,53.0,Female,South,2.0,Not satisfied
CUST2103,58.0,Female,South,5.0,Great service!
CUST2104,37.0,Male,nan,5.0,
CUST2105,57.0,Female,East,5.0,Average
CUST2106,22.0,Male,nan,2.0,Great service!
CUST2107,35.0,Female,South,2.0,
CUST2108,34.0,Female,East,1.0,
CUST2109,30.0,Female,East,4.0,nan
CUST2110,58.0,Male,North,2.0,Average
CUST2111,28.0,Female,South,,Great service!
CUST2112,43.0,Female,?,4.0,
CUST2113,,Female,East,5.0,
CUST2114,22.0,Male,East,5.0,
CUST2115,38.0,Female,East,3.0,Not satisfied
CUST2116,60.0,Male,East,1.0,
CUST2117,51.0,Female,North,4.0,Will come again
CUST2118,30.0,Male,South,3.0,
CUST2119,20.0,Male,North,4.0,
CUST2120,69.0,Unknown,South,2.0,
CUST2121,36.0,Female,East,1.0,
CUST2122,34.0,Female,South,1.0,Will come again
CUST2123,57.0,Male,North,2.0,
CUST2124,65.0,Female,South,3.0,Average
CUST2125,45.0,Male,North,1.0,Not satisfied
CUST2126,40.0,Male,?,,Average
CUST2127,22.0,Male,North,3.0,
CUST2128,32.0,Female,South,3.0,Average
CUST2129,34.0,Unknown,Unknown,,
CUST2130,34.0,Female,North,4.0,nan
CUST2131,59.0,Male,North,4.0,
CUST2132,62.0,Male,North,5.0,
CUST2133,62.0,Unknown,South,2.0,Average
CUST2134,58.0,Male,North,1.0,nan
CUST2135,39.0,Female,South,3.0,
CUST2136,59.0,Female,nan,4.0,Will come again
CUST2137,57.0,Male,nan,2.0,Average
CUST2138,25.0,Female,South,3.0,Not satisfied
CUST2139,66.0,Male,South,4.0,
CUST2140,45.0,Female,East,-1.0,
CUST2141,46.0,Male,East,1.0,Great service!
CUST2142,62.0,Male,East,1.0,
CUST2143,21.0,Male,South,4.0,
CUST2144,31.0,Male,Unknown,3.0,
CUST2145,36.0,Male,East,2.0,Great service!
CUST2146,35.0,Female,North,-1.0,Not satisfied
CUST2147,29.0,Male,South,1.0,
CUST2148,42.0,Female,North,,nan
CUST2149,21.0,Male,North,,
CUST2150,59.0,Female,Unknown,1.0,
CUST2151,44.0,Female,East,3.0,
CUST2152,48.0,Female,South,3.0,Will come again
CUST2153,66.0,Female,East,2.0,
CUST2154,22.0,Female,?,4.0,nan
CUST2155,38.0,Female,North,1.0,Will come again
CUST2156,64.0,Male,North,5.0,nan
CUST2157,33.0,Female,South,-1.0,nan
CUST2158,22.0,Male,South,3.0,Not satisfied
CUST2159,68.0,Male,Unknown,4.0,Average
CUST2160,57.0,Unknown,North,3.0,
CUST2161,64.0,Male,South,5.0,nan
CUST2162,41.0,Female,South,2.0,Not satisfied
CUST2163,34.0,Male,East,3.0,Not satisfied
CUST2164,25.0,Male,?,1.0,
CUST2165,19.0,Female,East,,
CUST2166,37.0,Female,South,2.0,
CUST2167,51.0,Male,nan,3.0,
CUST2168,24.0,Male,South,5.0,Great service!
CUST2169,46.0,Male,East,2.0,
CUST2170,59.0,Male,North,4.0,
CUST2171,68.0,Male,North,3.0,
CUST2172,23.0,Male,East,3.0,Average
CUST2173,54.0,Unknown,Unknown,5.0,Will come again
CUST2174,32.0,Female,East,1.0,nan
CUST2175,22.0,Male,South,3.0,
CUST2176,19.0,Female,East,2.0,
CUST2177,60.0,Female,South,3.0,Will come again
CUST2178,63.0,Male,North,3.0,Average
CUST2179,61.0,Male,nan,-1.0,
CUST2180,39.0,Female,North,4.0,nan
CUST2181,,Male,North,3.0,
CUST2182,,Female,nan,4.0,
CUST2183,21.0,Male,South,3.0,Average
CUST2184,64.0,Male,North,1.0,Not satisfied
CUST2185,43.0,Female,North,2.0,
CUST2186,41.0,Male,East,,Will come again
CUST2187,41.0,Unknown,South,1.0,Will come again
CUST2188,32.0,Female,East,3.0,Average
CUST2189,31.0,Female,East,2.0,
CUST2190,42.0,Unknown,East,3.0,Will come again
CUST2191,31.0,Female,South,1.0,
CUST2192,39.0,Male,South,4.0,
CUST2193,60.0,Female,East,2.0,Not satisfied
CUST2194,29.0,Male,East,2.0,
CUST2195,31.0,Male,East,4.0,
CUST2196,46.0,Female,South,1.0,
CUST2197,55.0,Male,South,2.0,Not satisfied
CUST2198,18.0,Female,South,2.0,Average
CUST2199,54.0,Female,nan,2.0,Will come again
CUST2200,60.0,Male,North,4.0,Average
CUST2201,,Female,North,1.0,Not satisfied
CUST2202,31.0,Female,South,3.0,Will come again
CUST2203,51.0,Female,North,4.0,
CUST2204,38.0,Female,South,-1.0,
CUST2205,46.0,Female,East,4.0,
CUST2206,60.0,Male,South,3.0,Will come again
CUST2207,37.0,Female,North,4.0,nan
CUST2208,38.0,nan,South,,
CUST2209,54.0,Female,?,5.0,Not satisfied
CUST2210,47.0,nan,South,4.0,Will come again
CUST2211,55.0,nan,nan,,Average
CUST2212,38.0,Male,North,5.0,Not satisfied
CUST2213,48.0,Male,South,1.0,
CUST2214,62.0,Female,East,3.0,
CUST2215,54.0,Male,North,4.0,
CUST2216,63.0,Female,East,4.0,
CUST2217,46.0,Male,North,3.0,
CUST2218,68.0,Female,North,2.0,nan
CUST2219,67.0,Male,East,4.0,
CUST2220,53.0,Male,East,2.0,
CUST2221,43.0,Female,North,1.0,
CUST2222,,Male,nan,4.0,Average
CUST2223,,Male,South,4.0,Will come again
CUST2224,,Male,South,2.0,Great service!
CUST2225,56.0,Unknown,North,,nan
CUST2226,29.0,Male,East,4.0,
CUST2227,56.0,Male,North,4.0,Not satisfied
CUST2228,61.0,Male,South,-1.0,
CUST2229,28.0,Female,East,3.0,Great service!
CUST2230,45.0,Male,East,1.0,nan
CUST2231,66.0,Female,South,3.0,Will come again
CUST2232,42.0,Female,North,2.0,Not satisfied
CUST2233,42.0,Female,South,4.0,
CUST2234,55.0,Female,South,1.0,
CUST2235,42.0,Female,North,1.0,Great service!
CUST2236,39.0,Male,South,1.0,
CUST2237,21.0,Female,North,3.0,Great service!
CUST2238,19.0,nan,East,2.0,Not satisfied
CUST2239,69.0,Male,South,1.0,
CUST2240,27.0,Male,North,3.0,Will come again
CUST2241,42.0,Female,South,3.0,
CUST2242,50.0,Male,North,4.0,Will come again
CUST2243,68.0,Female,nan,3.0,Will come again
CUST2244,61.0,Male,South,3.0,Not satisfied
CUST2245,,Female,South,2.0,
CUST2246,24.0,Female,South,5.0,
CUST2247,68.0,nan,South,5.0,Great service!
CUST2248,58.0,Female,South,3.0,Average
CUST2249,36.0,Female,North,5.0,Average
CUST2250,36.0,Female,North,4.0,
CUST2251,58.0,Male,North,1.0,
CUST2252,50.0,Female,North,1.0,
CUST2253,60.0,Female,Unknown,3.0,Will come again
CUST2254,32.0,Male,East,1.0,Not satisfied
CUST2255,26.0,Male,North,1.0,
CUST2256,30.0,Female,East,4.0,
CUST2257,69.0,Male,South,3.0,Great service!
CUST2258,47.0,Male,South,4.0,
CUST2259,38.0,Male,East,4.0,
CUST2260,43.0,Female,South,4.0,
CUST2261,,Female,East,4.0,nan
CUST2262,55.0,Female,North,4.0,
CUST2263,18.0,Female,North,4.0,
CUST2264,53.0,Female,Unknown,4.0,
CUST2265,65.0,Unknown,East,-1.0,Not satisfied
CUST2266,36.0,Female,South,2.0,nan
CUST2267,52.0,Female,North,1.0,
CUST2268,44.0,Female,South,3.0,Not satisfied
CUST2269,39.0,Female,North,1.0,
CUST2270,51.0,Female,nan,3.0,Will come again
CUST2271,67.0,Female,Unknown,4.0,nan
CUST2272,34.0,Male,?,3.0,Great service!
CUST2273,50.0,Male,South,5.0,Not satisfied
